File Path: C:\Users\Administrator\Desktop\Fall2021 Data\Test Run 146 09-8-21 14 04 09 PM\DAQ- Time, … - (Timed).txt   
Test: ASEN3112_20in-lb-return_FinalFall2021
Test Run: Test Run 146
Date: 9/8/2021 1:54:26 PM
Length: 10 inches

Time 	Torsional Angle 	Torsional Epsilon 3550 Torsion 	Torsional Torque 	Axial Epsilon 3550 Axial 
sec	°	°	in·lbf	in
98.8994140625	48.0053083864386	0.000134782375285889	4.5648844288941	1.59945337814166E-06
98.9091796875	48.0029929523103	0.000811359688849128	5.25597069367581	4.86280789913522E-06
98.9189453125	48.0024055560418	-0.000350682939453758	6.0314362879652	1.97142361927701E-06
98.9287109375	48.0026924239869	0.000218566001301662	6.12634173400939	1.42883514294097E-06
98.9384765625	48.0034437447955	4.96660144187802E-05	5.7601633933098	1.49533145271182E-06
98.9482421875	48.0053459524791	-0.000143756013636326	4.99350200685272	1.48266560883505E-06
98.9580078125	48.0053664430466	0.00107763691062527	5.04170542720511	5.90197720966684E-06
98.9677734375	48.0019650088404	0.000574402119214086	5.68836180501716	2.24299724900304E-06
98.9775390625	48.0026138768114	-0.000683507398000893	5.681372881453	2.13328749241304E-06
98.9873046875	48.0008892540462	-0.00056107493354512	5.05120546762959	1.29174445418372E-06
98.9970703125	48.0049327260343	-0.000573513640169488	4.64549761065686	1.29546962833362E-06
99.0068359375	48.0040243108749	0.000677199196784249	5.26343018787851	3.04058188950561E-06
99.0166015625	48.0026787636085	0.000593149027055098	5.97906736787981	3.22982655493827E-06
99.0263671875	48.0014937257877	-0.00067240146205363	6.10641844843237	2.51606120015614E-06
99.0361328125	47.9998852162384	-0.000713893433436343	5.99565867570688	1.74343591182394E-06
99.0458984375	48.0028358579594	-0.00023224860464357	5.617039228092	1.23362989115311E-06
99.0556640625	48.0039389335102	0.000639971924815605	5.40837016491	9.91858563785301E-07
99.0654296875	48.0046185373326	0.000819800187662598	5.17992816663527	3.05809061363493E-06
99.0751953125	48.0064456129353	-0.000152729651986763	4.77195555657823	8.28504579028128E-07
99.0849609375	48.0004931030744	-0.00025579329932541	5.36506606016301	2.69487487443486E-06
99.0947265625	48.0017532729761	-0.000158149387186361	5.9136881192211	1.3815239066475E-06
99.1044921875	48.0017771786382	-0.000361966649375253	5.91953332401359	1.89263366134196E-06
99.1142578125	48.005625990235	0.000478535178191785	5.74057404407156	2.52239398222391E-06
99.1240234375	48.005059084534	0.000566672351526086	5.66371118368694	1.70078124812081E-06
99.1337890625	48.0027709711623	0.000482799877605854	5.95563221151727	2.73175539931563E-06
99.1435546875	48.0018488956245	-0.000281470369769388	5.84066104259516	3.13669426390778E-06
99.1533203125	48.0007628955466	-0.000518783278912061	5.21078483392026	1.59572806412114E-06
99.1630859375	48.0031739523233	-0.000186136503146293	5.20925073143501	2.61738879039405E-06
99.1728515625	48.00431117882	0.000186314198955213	5.07774681224287	2.37673520409655E-07
99.1826171875	48.0043487448604	0.000296485665623089	5.48408192088512	2.1064653433618E-06
99.1923828125	48.0053459524791	0.000363565885600424	6.03170586374579	1.15372236698602E-06
99.2021484375	48.0003633294802	-0.00032491702110532	5.91601090231689	2.52183505923728E-06
99.2119140625	48.0022074805559	8.91145067971347E-05	5.74993111964958	2.01184301064547E-06
99.2216796875	48.0013810276664	-0.000407545624363115	5.34066496788214	2.61645753182423E-06
99.2314453125	48.005707952505	0.000359034642472976	4.9661245025286	1.58417964660578E-06
99.2412109375	48.0052571600199	7.6942343886146E-05	5.44036422041996	1.99209887431084E-06
99.2509765625	48.0026719334194	-0.000334779138500355	5.51908087589852	-9.23872002522688E-08
99.2607421875	48.0010429333025	-0.000272763249077226	5.6565756024574	2.15824698445402E-06
99.2705078125	48.0005887257228	0.000241755330420766	5.62526893881067	5.78910113197826E-07
99.2802734375	48.0038535561456	-8.96476007376693E-05	5.29210334409526	3.04505215443374E-06
99.2900390625	48.0048883298048	0.000679686938109123	5.35919078527366	4.88534553143808E-06
99.2998046875	48.0033173862959	3.04748540279176E-05	5.6034459616761	2.12695443060404E-06
99.3095703125	48.0035325372547	0.000249040858586467	5.86079481885017	1.85072422828767E-06
99.3193359375	48.0000047445488	-0.000145710667534441	5.78441624528862	1.48545952441513E-06
